1	марку 79	штемпель 1	марки 1	две марки 1
75	лесу 47	городе 17	месте 17	парке 2	здании 1
76	постель 62	кровать 17	постельку 2	ванну 2	ванную 1	кроватку 1
77	восторгом 23	восхищением 22	удивлением 9	удовольствием 6	уважением 4	сочувствием 3	сожалением 2	недовольством 1	откровением 1	возбуждением 1	интересом 1	впечатлением 1	чувством 1	раздражением 1	пожеланием 1	волнением 1	наслаждением 1	удовлетворением 1	мнением 1	разочарованием 1
78	цветы 54	растения 29	фиалки 2	цветочки 1
79	истории 59	анекдоты 23	рассказы 2	случаи 1	байки 1
80	кошку 55	собаку 4	кошечку 4	кофту 4	юбку 3	кофточку 3	белку 2	шапку 1	игрушку 1	белочку 1	жаржетку 1	голову 1	собачку 1	куклу 1	юбочку 1	шерсть кота 1
81	чемодан 18	жену 7	бритву 3	сына 3	портфель 3	планшет 3	пистолет 3	документы 2	рюкзак 2	кипятильник 2	книги 2	оружие 2	вещмешок 2	бутылку водки 1	книжку 1	саквояж 1	автомат 1	фен 1	кружку 1	бинокль 1	сигарету 1	папку 1	талисман 1	сумку 1	ноутбук 1	наган 1	карту 1	несессер 1	запасные брюки 1	компот 1	ложку 1	книгу 1	документ 1	кофе 1	бритвенный прибор 1	электрическую бритву 1	обед 1	билет 1	телефон 1	револьвер 1	чемоданчик 1	водку 1	бутерброд 1	друзей 1
82	чертеж 40	схему 9	эскиз 6	проект 4	план 3	деталь 3	дом 2	круг 2	на доске 1	макет 1	чертенка 1	линии 1	диплом 1	плакат 1	ерунду 1	таблицу 1	фигуры 1	картинку 1	чертежи 1	план района 1	диаграмму 1	квадрат 1	лампу 1	лестницу 1
83	кабинет 30	офис 17	стол 9	комнату 7	елку 7	приемную 4	зал 3	свой стол 1	помещение цветами 1	помещение 1	салон 1	дверь 1	окно 1	гирляндами 1
84	футбол 42	мяч 9	лапту 6	прятки 6	волейбол 5	снежки 4	хоккей 3	скакалку 1	домино 1	игры 1	города 1	шахматы 1	гонялки 1	гольф 1	веселые игры 1	классики 1	салочки 1
85	посетителя 15	пол 11	скатерть 11	стол 11	клиента 8	брюки 7	ковер 5	колени 3	костюм 2	стул 1	одежду 1	салфетку 1	рубашку 1	пиджак 1	платье дамы 1	мои колени 1	себя 1	голову 1	свою рубашку 1	посетителей 1
86	математике 59	физике 6	химии 5	алгебре 4	русскому 3	литературе 2	географии 2	геометрии 1	астрономии 1	русскому языку 1	арифметике 1
87	ошибку 24	ошибки 15	промахи 4	оплошность 3	лень 3	обман 2	растрату 2	недосдачу 2	недочеты 2	невнимательность 2	медлительность 2	работу 2	опечатки 1	несданный баланс 1	огрехи 1	спешку 1	забывчивость 1	халатность 1	неправильное выполнение работы 1	неточность 1	мягкотелость 1	нерешительность 1	воровство 1	промах 1	отчет 1	характер 1	несерьезность 1	плохое 1	невыполнение 1	неторопливость 1	мысли 1
88	полы 26	пол 21	окна 19	подъезд 4	лестницу 2	дверь 2	двери 1	лестницы 1	окно 1	полы в коридоре 1	ступеньки 1	посуду 1	лестничный пролет 1	зеркало 1	тамбур 1
89	Крыму 16	Сочи 9	Турции 8	санатории 5	Египте 5	горах 5	Италии 4	Греции 4	Ялте 3	Испании 3	Болгарии 2	Тайланде 2	пансионате 2	круизе 1	Грузии 1	Пицунде 1	Канарах 1	деревне 1	на курорте 1	Подмосковье 1	теплых краях 1	Москве 1	Геленджике 1	Англии 1	Европе 1	море 1	городе 1	Франции 1	космосе 1	Гаграх 1	Краснодаре 1
90	слона 40	жирафа 11	бегемота 6	льва 5	зебру 4	медведя 4	тигра 3	обезьяну 2	крокодила 2	кошку 1	носорога 1	гуся 1	зверей 1	Ельцина 1	бородавочника 1	орангутанга 1	верблюда 1	фламинго 1
91	овощи 14	молоко 12	мясо 12	картошку 8	капусту 6	яблоки 5	корову 2	огурцы 2	помидоры 2	колбасу 1	морковь 1	свою мясную продукцию 1	мяту 1	продукцию 1	мясо кур 1	масло 1	клубнику 1	дыню 1	мед 1	редьку 1	апельсины 1	сыр 1	курицу 1	фрукты 1	телятину 1	теленка 1	крольчатину 1	творог 1	яйца 1	картофель 1
92	природы 10	фонтана 7	картины 6	памятника 5	моря 4	пейзажа 4	леса 3	неба 3	реки 2	музея 2	башни 2	сосны 2	слона 2	дерева 2	озера 2	церкви 2	аптеки 1	университета 1	экспоната 1	Кремля 1	огромной горы 1	ели 1	гор 1	стены 1	лесного массива 1	пальмы 1	пейзаж 1	картин 1	океана 1	лужайке 1	елки 1	горы 1	дома 1	развалин 1	статуи 1	чистого неба 1	здания 1	куста 1	достопримечательностей 1	Домского собора 1	замка 1	зимнего пейзажа 1	собора 1
93	коррупции 21	халатности 5	растрате 4	лжи 4	подлоге 3	воровстве 3	взяточничестве 3	взятке 3	взяточнистве 3	мошенничестве 2	взятках 2	краже 2	бездействии 2	предвзятости 2	стяжательстве 1	махинации 1	приписках 1	клевете 1	нечистоплотности 1	похищении денег 1	надувательстве 1	взятчестве 1	недопустимости 1	некомпетентности 1	подлоге документов 1	недопустимом отношении к чему-то 1	некомпетенции 1	равнодушии 1	жульничестве 1	хищении 1	использовании лишних средств 1	ошибке 1	растратах 1	грязных делах 1	некорректности 1	нарушениях 1	жестокости 1	нечестности 1	хищениях 1	измене 1	глупости 1
94	ключи 20	зонтик 14	сумку 10	зонт 9	телефон 5	деньги 4	кошелек 4	очки 2	портфель 2	шарф 2	проездной 2	паспорт 2	часы 1	сумочку 1	варежки 1	проездной билет 1	платок 1	перчатки 1	ключ 1	кашне 1
95	командировки 51	отпуска 26	школы 3	РОНО 2	РайОНО 1	ГорОНО 1	класса 1
96	кофе 25	пиццу 13	обед 10	завтрак 4	пиво 2	ланч 2	мороженое 2	яичницу 2	чай 2	суп 2	пирожное 2	выпивку 1	пончик 1	коньяк 1	пирожные 1	круассаны 1	рыбу 1	харчо 1	борщ 1	компот 1	стол 1	блинчики 1	мороженное 1	гамбургер 1	первое 1	винегрет 1	бульон 1	бутерброд 1	чебуреки 1	еду 1	сосиски 1
97	шкатулке 57	сейфе 6	ларце 4	шкафу 2	комоде 2	секретере 2	сундучке 2	кубышке 1	сундуке 1	тумбочке 1	чулках 1	бюро 1	банке 1
98	велосипед 13	подарок 9	телефон 8	машину 7	компьютер 5	свитер 3	машинку 3	портфель 2	книгу 2	игрушку 2	автомобиль 2	костюм 2	рюкзак 2	шпагу 1	фотоаппарат 1	кошелек 1	новую рубашку 1	ноутбук 1	тетрадь 1	вертолет 1	валенки 1	магнитофон 1	альбом 1	рогатку 1	очки 1	самолет 1	собаку 1	ручку 1	часы 1	мотоцикл 1	лошадку 1	принтер 1	плеер 1	сумку 1	цветы 1
99	пейзаж 17	природу 9	море 8	лес 5	натюрморт 4	дерево 4	лошадь 3	медведя 2	собаку 2	девушку 2	реку 1	пингвина 1	девочку 1	человека 1	квадрат 1	натурщицу 1	кошечку 1	облик Мадонны 1	женщину 1	баталию 1	замок 1	небо 1	цветы 1	полумесяц 1	живопись 1	зверя 1	лето 1	пейзажи 1	девятый вал 1	сестру 1	Мадонну 1	восход 1	жену 1	речку 1	окно 1	весну 1	елку 1	трех богатырей 1	улицу 1
100	портфель 17	кошелек 14	чемодан 10	зонтик 8	зонт 6	телефон 6	рюкзак 3	счет 2	сверток 2	багаж 2	завтрак 2	плащ 2	чайник 1	фотоаппарат 1	пакет 1	ноутбук 1	предмет 1	цветок 1	чай 1	компьютер 1	кейс 1	ужин 1	портсигар 1
101	жестокостью 30	добротой 9	смелостью 4	мудростью 3	эрудицией 3	злостью 2	глупостью 2	жадностью 2	проницательностью 1	честностью 1	работоспособностью 1	прямотой 1	привлекательностью 1	веселостью 1	смекалкой 1	красотой 1	подготовкой 1	откровенностью 1	отвагой 1	дерзостью 1	игрой 1	хитростью 1	разорительностью 1	строгостью 1	инициативой 1	наглостью 1	справедливостью 1	храбростью 1	сообразительностью 1	славой 1
102	природой 41	картиной 21	местностью 12	панорамой 3	рекой 2	долиной 2	бухтой 1	картине 1	группой 1	окрестностями 1
103	туфли 14	сапоги 14	брюки 10	босоножки 10	колготки 5	джинсы 5	сапожки 3	штаны 3	перчатки 3	носки 3	кроссовки 2	чулки 2	штиблеты 1	ботинки 1	леггинсы 1	пальто 1	платье 1	трусы 1	сережки 1	гольфы 1	шорты 1	башмаки 1	рукавички 1
104	круг 20	шар 18	апельсин 10	цветок 9	шарик 4	букет 3	предмет 2	мяч 2	галстук 1	портфель 1	арбуз 1	берег 1	жилет 1	дом 1	листок 1	лист 1	пейзаж 1	верблюд 1	слон 1	домик 1	закат 1	квадрат 1	паровоз 1	рассвет 1	дуб 1
105	событием 36	экзаменом 24	свиданием 6	совещанием 4	собранием 3	мероприятием 2	делом 2	клиентом 1	зачетом 1	занятием 1	докладом 1	днем 1	концертом 1	выходом 1	визитом 1
106	кофту 18	шубу 12	шаль 9	шляпу 7	одежду 4	сумку 4	тетрадь 3	книгу 2	вещь 2	рубашку 2	простынь 2	юбку 2	скатерть 2	чашку 2	шапку 1	куртку 1	обувь 1	жилетку 1	гармошку 1	ложку 1	картинку 1	книжку 1	косынку 1	корзину 1	пижаму 1	шляпку 1
107	стол 25	компьютер 19	шкаф 7	телефон 5	стул 4	ноутбук 2	предмет 2	порядок 2	диван 2	элемент порядка 1	гарнитур 1	чайник 1	альбом 1	гардероб 1	прибор 1	журнал 1	телевизор 1	наряд 1	интерьер 1	письменный стол 1	холодильник 1	принтер 1	парк 1	кабинет 1
108	пирог 26	обед 10	завтрак 9	торт 7	бутерброд 7	пирожок 6	борщ 5	ужин 4	суп 3	омлет 3	кисель 2	арбуз 1	салат 1	миндаль 1
109	тропинке 50	дорожке 16	дороге 7	тропе 5	улице 3	улочке 2	лестнице 2
110	бумаги 19	глины 13	керамики 8	ткани 6	замши 5	кожи 5	пластмассы 4	фольги 3	краски 2	шерсти 2	оригами 1	фарфора 1	парчи 1	альбом 1	бронзы 1	материи 1	картонки 1	комнаты 1
111	подруге 12	помощнице 10	учительнице 9	руководительнице 8	секретарше 6	студентке 3	коллеге 3	соседке 3	жене 3	маме 3	начальнице 3	напарнице 3	сокурснице 2	знакомой 2	однокурснице 2	преподавательнице 2	спутнице 2	медсестре 1	лаборантке 1	ученице 1	сотруднице 1	наставнице 1	ассистентке 1	абитуриентке 1	сестре 1	научной руководительнице 1
112	происшествии 26	событии 26	путешествии 10	случае 4	прошлом 2	приключении 2	времени 2	инциденте 1	семинаре 1	эксперименте 1	будущем 1	заседании 1	посещении занятия 1	походе 1	заявлении 1	отпуске 1
113	чемодан 36	рюкзак 20	груз 14	портфель 7	мешок 3	саквояж 2	предмет 1	пакет 1	сундучок 1	баул 1
114	предмет 14	подарок 12	груз 5	гарнитур 4	сервиз 4	сувенир 3	портрет 3	антиквариат 2	магнитофон 2	документ 2	портфель 2	экземпляр 2	компьютер 2	артефакт 1	пылесос 1	секретер 1	сундук 1	экспонат 1	антиквар 1	ноутбук 1	кулон 1	товар 1	пакет документов 1	девайс 1	кейс 1	ковер 1	клад 1	кошелек 1	сосуд 1	приз 1
115	магазина 8	клуба 7	универмага 6	театра 4	кинотеатра 4	банка 4	университета 3	дома культуры 3	загса 3	телеграфа 3	парка 3	самоуправления 2	ателье 2	рынка 2	музея 2	отделения милиции 2	отделения 1	РУВД 1	Кремля 1	управления 1	планетария 1	прихода 1	монумента 1	УВД 1	отделения почты 1	детского сада 1	кафе 1	универсама 1	бара 1	почтового отделения 1	кино 1	исполкома 1	жэк 1	жэка 1	дома 1	управдома 1	дурдома 1	почтамта 1	полицейского 1	муниципалитета 1	супермаркета 1	собора 1
116	шубу 11	вещь 9	сумку 8	одежду 6	обувь 5	блузку 4	юбку 4	куртку 3	посуду 3	кофту 3	кофточку 3	шапку 2	шубку 2	сумочку 2	шаль 2	вещицу 1	ягоду 1	мебель 1	вазу 1	шкатулку 1	кастрюлю 1	блузу 1	рыбу 1	еду 1	бижутерию 1	обновку 1	кровать 1	скатерть 1	обувку 1	футболку 1	игрушку 1	тунику 1	одежку 1
117	местам 23	улицам 14	полям 6	паркам 6	достопримечательностям 3	лесам 3	селам 2	улочкам 2	дворам 1	городам 1	скверам 1	бульварам 1	селениям 1	околицам 1	горам 1	пейзажам 1	лугам 1	Елисейским полям 1	деревням 1	местностям 1
118	вечера 27	вечеринки 19	концерты 9	посиделки 6	мероприятия 4	чтения 3	встречи 2	тусовки 1	песнопения 1	спектакли 1	выставки 1	танцы 1	лекции 1	тренировки 1	курсы 1	театр 1	беседы 1	дни 1	утренники 1	слушанья 1	занятия 1	дискотеки 1
119	вещи 41	предметы 10	марки 10	часы 5	монеты 5	изделия 3	картины 3	статуэтки 2	книги 1	тарелки 1	книжки 1	шкатулки 1	картинки 1	произведения 1
